x,y,text,lang
-46.41437,15.213173,"""at/from""",ko
-55.18294,8.988602,"""in front of""",ko
-51.0763,-12.301433,"""in any case""",ko
-49.66728,-3.5150323,"""through""",ko
-51.3365,11.485383,"""to the left""",ko
-59.472984,-3.9224856,"""in the center""",ko
-48.158607,-0.15575129,"""on the side of""",ko
-45.959675,-18.047167,"""regardless of""",ko
-42.885307,-9.709353,"""on the opposite side""",ko
-51.939285,-0.009291571,"""each other""",ko
-39.71891,-0.3907263,"""surprisingly""",ko
-36.1777,-2.7066457,"""first half""",ko
-49.25951,6.7711554,"""inside of""",ko
-40.85942,-8.935432,"""quickly""",ko
-41.070435,-3.5816152,"""continuously""",ko
-30.866621,1.4615197,"""even""",ko
-57.20292,-3.5197487,"""nearby""",ko
-38.43527,-5.8997483,"""in the end""",ko
-47.361126,-4.11291,"""from the perspective""",ko
-52.18599,25.313118,"""this""",ko
-37.962975,-15.562308,"""typically""",ko
-55.027397,-6.152615,"""worthily""",ko
-44.094803,-0.5934874,"""acting upon""",ko
-42.196907,9.108251,"""as if""",ko
-40.97074,-12.410003,"""toward the other""",ko
-49.19545,15.038647,"""to""",ko
-45.351532,14.461389,"""as""",ko
-38.61436,7.661448,"""especially""",ko
-38.134495,-7.9885697,"""to the maximum""",ko
-56.38188,-7.608629,"""backward""",ko
-48.21878,2.729282,"""because of""",ko
-44.29333,-5.0064,"""in response""",ko
-48.265095,-1.4294465,"""at a location""",ko
-55.379498,4.4533014,"""afterwards""",ko
-41.926903,4.050255,"""expanded to""",ko
-47.59952,16.33254,"""until""",ko
-57.58956,1.2460599,"""around""",ko
-47.641033,-12.276797,"""like that""",ko
-38.2025,0.108849324,"""without exception""",ko
-31.916769,-3.8640149,"""exactly""",ko
-47.961834,17.933977,"""only""",ko
-47.125935,8.049497,"""toward""",ko
-47.983788,24.549765,"""accordingly""",ko
-39.093895,-3.1720517,"""based on""",ko
-55.77142,9.289163,"""going forward""",ko
-43.24684,-3.565195,"""in contrast""",ko
-51.313755,-2.6044815,"""when necessary""",ko
-42.612003,-7.409852,"""instead""",ko
-30.857353,-5.02853,"""clearly""",ko
-46.061073,-12.846121,"""suddenly""",ko
-33.726,-20.506985,"""for a long time""",ko
-36.837357,-16.200811,"""traditionally""",ko
-43.95829,16.687843,"""during""",ko
-38.98995,-14.82843,"""relatively""",ko
-47.190693,-6.68781,"""on one hand""",ko
-35.4844,-14.036367,"""fundamentally""",ko
-59.38141,7.7124305,"""compared to that""",ko
-59.111847,1.0101516,"""around""",ko
-51.222095,6.9470167,"""inside""",ko
-37.19478,-14.133087,"""decisively""",ko
-49.658535,18.056719,"""upwards""",ko
-60.493874,8.547613,"""distinctly""",ko
-54.535957,-7.7221828,"""on the other hand""",ko
-46.711838,13.656462,"""to (person)""",ko
-43.187134,-12.1868515,"""beyond expectations""",ko
-55.691505,6.736175,"""about""",ko
-56.1744,-4.20404,"""near""",ko
-56.094673,10.231341,"""before""",ko
-54.283752,1.4430016,"""as well as""",ko
-31.300669,2.1240582,"""in groups""",ko
-25.33493,-3.308253,"""above all""",ko
-44.12753,-6.645033,"""at the top""",ko
-58.179207,1.3149276,"""around""",ko
-51.938293,-6.80151,"""first and foremost""",ko
-48.538826,2.1215582,"""because of""",ko
-48.17939,-11.714887,"""like this""",ko
-50.519424,-0.9500283,"""therefore""",ko
-38.846947,0.43461615,"""excluding""",ko
-55.867886,13.96707,"""simultaneously""",ko
