x,y,text,lang
-7.6322346,-16.088203,"""Beauty differs based on perspective.""",ko
-16.969074,-15.2287445,"""Happiness comes from small moments.""",ko
-15.071117,-20.672735,"""Let’s choose the right path.""",ko
-21.307446,-7.0924263,"""I am growing.""",ko
-12.360664,-26.557571,"""You must be honest with yourself.""",ko
-11.000482,-24.43257,"""Music is a wonderful way to express emotions.""",ko
-10.44795,-30.783882,"""Positive thinking is important.""",ko
-13.536397,-14.453779,"""Be ready when opportunity comes.""",ko
-6.7780786,-20.64404,"""Effective communication is necessary.""",ko
-26.081053,-10.3436165,"""My choices determine my future.""",ko
-24.902658,-22.58992,"""Let’s not forget to be grateful.""",ko
-18.312523,-29.636482,"""The journey towards the goal is important.""",ko
-27.893085,-16.89205,"""We learn from each other's differences.""",ko
-20.84621,-20.666035,"""I take pride in what I do.""",ko
-26.287828,-14.871451,"""Travel offers new perspectives.""",ko
-12.501961,-29.758373,"""Embrace feedback actively.""",ko
-17.333008,-11.929158,"""Failure is the mother of success.""",ko
-14.918799,-12.285287,"""Change is the beginning of growth.""",ko
-17.33559,-26.59012,"""Positive change starts from within.""",ko
-14.322691,-29.404886,"""Let’s maintain a positive mindset every day.""",ko
-9.769123,-17.06906,"""Good sleep is important.""",ko
-15.214629,-15.2615795,"""Happiness is a state you can choose.""",ko
-22.383364,-21.286688,"""I want to share my experiences.""",ko
-14.8386135,-12.176649,"""Change is an opportunity for growth.""",ko
-30.264153,-17.071255,"""People are all connected to each other.""",ko
-9.645451,-2.8323398,"""I read books every day.""",ko
-20.059505,-22.572716,"""Be grateful for the little joys of life.""",ko
-10.847326,-27.206167,"""Focus on continuous growth.""",ko
-12.039694,-31.030472,"""Dream of positive changes.""",ko
-9.854758,-14.596738,"""Dreams can become reality.""",ko
-11.576735,-30.580845,"""Use positive words often.""",ko
-4.653591,-19.764627,"""Harmony with nature is necessary.""",ko
-10.148018,-22.99186,"""It is important to express yourself.""",ko
-27.44212,-19.025677,"""Nature teaches us many things.""",ko
-10.33039,-15.621166,"""Believing that you can is important.""",ko
-14.237079,-29.202473,"""Let’s positively influence those around us.""",ko
-17.45397,-12.408334,"""Failure is the first step to success.""",ko
-25.750538,-15.66619,"""I love learning new things.""",ko
-9.659606,-12.234084,"""A space for communication opens.""",ko
-14.915514,-18.692896,"""Time with friends is precious.""",ko
-7.960415,-12.655248,"""We need to open new doors.""",ko
-14.657215,-22.829403,"""Believe that anything is possible.""",ko
-11.143717,-28.539682,"""We should have a positive attitude.""",ko
-12.408099,-29.997524,"""It is important to give positive feedback.""",ko
-21.224792,-8.355321,"""I have a purpose.""",ko
-20.318388,-24.740936,"""Faith propels us forward.""",ko
-11.88084,-17.237972,"""Self-improvement is a continuous process.""",ko
-20.907488,-24.782377,"""I am moving towards my goals.""",ko
-18.767458,-17.393644,"""Mistakes are good lessons.""",ko
-26.421282,-9.612936,"""The future depends on today’s choices.""",ko
-12.042119,-13.953445,"""You cannot grow without challenges.""",ko
-24.011925,-17.05115,"""I reflect on my goals every day.""",ko
-13.7566595,-14.283925,"""Opportunities come to the prepared.""",ko
-13.112971,-15.406859,"""Let’s turn crises into opportunities.""",ko
-9.240524,-20.964272,"""It is important to respect others.""",ko
-19.598906,-8.20276,"""Nothing is impossible.""",ko
-22.701824,-5.9182096,"""I always seek to discover.""",ko
-11.011709,-11.737212,"""Communication is the foundation of all relationships.""",ko
-11.363477,-23.556786,"""I express my feelings honestly.""",ko
-18.340906,-29.667282,"""Keep moving towards your goals.""",ko
-13.043453,-11.643496,"""Exercise helps maintain health.""",ko
-8.057279,-24.074709,"""Recognize your limits.""",ko
-29.614027,-10.922498,"""Good habits lead me.""",ko
-22.79473,-28.245565,"""Don’t lose your smile even in difficulties.""",ko
-22.734898,-5.8525515,"""I always do my best.""",ko
-17.145298,-14.493957,"""Happiness is within me.""",ko
-22.38835,-22.566698,"""Experience is necessary to gain wisdom.""",ko
