x,y,text,lang
-15.105834,-15.914032,"""Every experience teaches me something.""",ko
-19.770721,-16.078163,"""Beauty differs based on perspective.""",ko
-29.45639,-6.4534383,"""Taking proper breaks is necessary.""",ko
-9.9516325,-18.651949,"""Keep moving towards your goals.""",ko
-30.473011,-10.114482,"""It is important to always be ready to learn.""",ko
-14.591161,-4.190747,"""Communication is the foundation of all relationships.""",ko
-26.77253,-13.699401,"""I respect my feelings.""",ko
-21.868004,-8.814446,"""Action is important.""",ko
-33.378746,-11.540338,"""I always do my best.""",ko
-16.70545,-12.0088005,"""Everyone deserves respect.""",ko
-14.46321,3.3688982,"""Music is a wonderful way to express emotions.""",ko
-23.570427,-4.9463296,"""Dream of positive changes.""",ko
-11.462655,-10.018463,"""Knowledge is power.""",ko
-15.810901,-10.968691,"""Love is the force that brightens the world.""",ko
-18.956018,-7.5499654,"""Positive change starts with small habits.""",ko
-25.396276,-10.6466465,"""You must listen to your own voice.""",ko
-26.842072,-20.351204,"""Be true to yourself.""",ko
-14.830522,-14.488298,"""Everyone has a story to tell.""",ko
-24.455744,-10.3940325,"""You must listen to your inner voice.""",ko
-25.527763,-17.815414,"""I view myself positively.""",ko
-19.60903,-12.523883,"""We learn from each other's differences.""",ko
-17.796846,-22.640312,"""Let’s do our best at the designated time.""",ko
-28.178545,-17.896433,"""I reflect on my goals every day.""",ko
-16.770369,-7.2079535,"""Happiness starts from within.""",ko
-21.352365,-9.153209,"""Good sleep is important.""",ko
-27.670143,-14.543979,"""It’s important to love yourself.""",ko
-31.260445,-13.467176,"""Understanding who I am is important.""",ko
-18.338865,-13.159615,"""Past experiences are valuable lessons.""",ko
-22.354591,2.0537105,"""Today is the first day of my life.""",ko
-22.660517,-13.893214,"""I design my future.""",ko
-23.314373,-25.114424,"""Don’t forget to smile every day.""",ko
-10.043473,-18.626091,"""I am moving towards my goals.""",ko
-22.841413,-10.725773,"""Friends share difficult times.""",ko
-16.297338,-11.425108,"""Time is the most precious resource.""",ko
-24.399378,-8.755147,"""I want to share my experiences.""",ko
-26.20606,-3.1790676,"""Positive thinking is important.""",ko
-22.891508,-4.570528,"""Spread positive energy around you.""",ko
-12.099906,-7.620209,"""Dreams exist to be realized.""",ko
-25.89811,-12.693724,"""I have a precious dream.""",ko
-25.383684,-17.506212,"""I view my past positively.""",ko
-29.17593,-12.816399,"""It is important to believe in yourself.""",ko
-27.771038,-15.841764,"""I strive to achieve my dreams.""",ko
-18.494074,-17.254827,"""Experiences make me stronger.""",ko
-21.434477,-20.55507,"""Let’s celebrate small achievements.""",ko
