x,y,text,lang
-18.06526,0.62462574,"""inside""",ko
-7.600513,-16.333452,"""to the left""",ko
-1.2329812,11.944889,"""combined with""",ko
-5.313677,11.02597,"""in response""",ko
-4.3395886,14.570361,"""based on""",ko
-12.059464,-5.5028787,"""to (person)""",ko
-14.776696,19.452562,"""on the other hand""",ko
-9.34145,6.944956,"""first and foremost""",ko
-9.899367,36.064392,"""for a long time""",ko
-5.2937336,21.986143,"""fundamentally""",ko
-16.392881,8.601654,"""because of""",ko
-24.482449,16.940054,"""backward""",ko
-12.913191,-7.164686,"""until""",ko
-15.070894,-7.7914624,"""at/from""",ko
-19.49348,29.962637,"""above all""",ko
-19.541027,16.2003,"""in the center""",ko
-4.5531445,-5.1930995,"""regardless of""",ko
-0.15389416,13.124281,"""expanded to""",ko
-9.921747,7.5433335,"""worthily""",ko
-9.011804,17.911205,"""each""",ko
-18.052671,19.355291,"""even""",ko
-11.037272,18.962807,"""beyond expectations""",ko
-9.082417,-6.4374866,"""like""",ko
-17.29344,17.87639,"""at least""",ko
-18.810026,21.12207,"""in groups""",ko
-14.51226,-0.7758345,"""in fact""",ko
2.5197275,8.697997,"""clearly""",ko
-14.099027,15.767489,"""in opinion""",ko
-12.891258,19.779213,"""based on""",ko
-10.088308,14.434433,"""as an alternative""",ko
-11.388642,11.612412,"""in the end""",ko
2.0257125,17.383839,"""suddenly""",ko
-16.590633,23.648361,"""when necessary""",ko
-18.438559,-7.0809164,"""about""",ko
-0.578438,8.477733,"""acting upon""",ko
0.9964079,5.313128,"""often""",ko
-15.742334,16.665413,"""separately""",ko
-22.888786,14.736795,"""closely""",ko
-4.5531445,-5.1930995,"""regardless""",ko
-14.513083,-3.2005074,"""going forward""",ko
8.555014,23.528292,"""distinctly""",ko
-21.562504,-15.681724,"""and""",ko
-13.030258,19.1022,"""based on""",ko
-15.285385,6.2488093,"""underneath""",ko
-17.532896,-4.1932178,"""to the right""",ko
-15.678538,9.073036,"""due to""",ko
-20.79029,11.704643,"""downwards""",ko
-13.531023,11.53736,"""around""",ko
-23.712626,-24.126152,"""this""",ko
-2.5321949,19.593681,"""continuously""",ko
-22.032583,19.91845,"""before and after""",ko
-18.522789,10.985339,"""therefore""",ko
-1.1957184,25.01034,"""excluding""",ko
-8.449212,1.0787793,"""even if""",ko
-51.948746,30.388683,"""in relation to this""",ko
-18.990961,30.345362,"""above all""",ko
-17.83816,0.3464268,"""within""",ko
0.38733947,25.750463,"""without exception""",ko
-8.246793,14.0242605,"""at the top""",ko
-3.468299,24.799871,"""as a prerequisite""",ko
-13.884462,3.3607996,"""each other""",ko
-23.746735,-17.275528,"""firstly""",ko
-0.8760275,24.056526,"""surprisingly""",ko
-20.785656,-1.7431237,"""simultaneously""",ko
-6.832927,17.33673,"""famous for""",ko
-14.187068,-4.558353,"""before""",ko
-12.954284,22.114992,"""first half""",ko
-11.20197,-9.359952,"""while""",ko
-0.52616316,29.88881,"""as well as""",ko
-25.200926,26.880224,"""when confused""",ko
-3.0210452,-2.0150404,"""on the contrary""",ko
-6.4595723,20.297445,"""relatively""",ko
-8.977146,-6.982896,"""like""",ko
-16.629763,14.422067,"""through""",ko
3.7771165,16.219261,"""comfortably""",ko
-17.305302,-10.678651,"""above""",ko
-9.563416,25.625359,"""urgently""",ko
-22.26485,-3.9733784,"""by group""",ko
-13.724562,22.084229,"""second half""",ko
-24.129627,21.701805,"""don’t forget to""",ko
-25.254416,12.731699,"""like this""",ko
-11.164702,22.252869,"""above the torso""",ko
-21.631184,15.694353,"""nearby""",ko
-0.35217127,2.9059184,"""especially""",ko
-3.8858292,18.223955,"""consequently""",ko
-4.5399404,8.733326,"""to the maximum""",ko
-5.9606557,12.298716,"""in contrast""",ko
-6.662613,11.869828,"""instead of""",ko
-7.5938,22.969606,"""reminding""",ko
-9.522776,24.62558,"""considerably""",ko
-13.043418,26.143242,"""safely""",ko
-13.382231,-8.189925,"""from""",ko
-10.297592,-6.831893,"""together""",ko
-17.952208,4.020264,"""inside""",ko
-11.314609,-11.053639,"""during""",ko
-21.43226,29.047047,"""in a way""",ko
-11.588191,0.571616,"""to""",ko
0.44917175,2.051291,"""specifically""",ko
-20.79029,11.704643,"""down""",ko
4.197572,18.569685,"""extremely""",ko
-2.3696105,14.343729,"""escaping from""",ko
-10.123812,16.348072,"""on one hand""",ko
-3.4708743,13.255497,"""regarding""",ko
2.3514757,27.58382,"""irrespective of""",ko
-22.881227,-1.8837007,"""with men""",ko
-3.6876938,21.298065,"""traditionally""",ko
-8.288347,10.438139,"""instead of""",ko
-21.037695,8.663509,"""afterwards""",ko
-17.756794,-10.657128,"""over""",ko
-8.190713,28.304909,"""depending on the case""",ko
-15.955354,20.992992,"""without fail""",ko
-4.548562,20.603718,"""typically""",ko
-11.73625,3.1362278,"""through""",ko
-6.235412,26.372042,"""in the situation""",ko
-13.226702,-2.0623353,"""as a measure""",ko
-8.929537,12.374874,"""instead""",ko
-24.896187,-24.375368,"""is""",ko
-22.498943,-17.015087,"""with/by""",ko
-9.310499,1.4465003,"""for example""",ko
0.5153613,19.213844,"""continuously""",ko
-16.075615,-4.6876493,"""beside""",ko
-13.989283,10.833649,"""around""",ko
-6.7609935,20.665234,"""relatively""",ko
-9.836323,-8.753743,"""as""",ko
2.3027463,7.9806423,"""accurately""",ko
-20.055733,-14.263211,"""and""",ko
-6.6320353,27.64476,"""depending on circumstances""",ko
-8.383261,5.1649933,"""compared to that""",ko
-23.379545,-23.26607,"""between""",ko
-0.53188044,18.255367,"""quickly""",ko
-11.838864,1.5944912,"""by""",ko
-24.914127,-23.096712,"""of""",ko
-16.603168,-7.9255223,"""to""",ko
-0.3041169,1.7513585,"""especially""",ko
-16.50618,-12.681332,"""upwards""",ko
-8.120689,11.854629,"""if instead""",ko
-14.785714,7.461195,"""on the side of""",ko
1.3754358,22.345675,"""in turn""",ko
-14.273786,12.061371,"""around""",ko
-22.349144,27.39171,"""in any case""",ko
-24.034603,-0.8722893,"""with women""",ko
-11.299746,16.162994,"""on the opposite side""",ko
-21.47589,10.269386,"""below""",ko
-18.855486,8.390382,"""besides""",ko
2.1886144,28.011665,"""regardless of""",ko
-17.052471,12.97258,"""across""",ko
1.9283838,6.945042,"""exactly""",ko
0.74546796,10.996045,"""decisively""",ko
-6.01826,2.4731925,"""toward""",ko
-19.289907,16.816133,"""in the middle""",ko
-0.30489844,22.064383,"""on the foundation of""",ko
-23.895555,-15.300332,"""accordingly""",ko
-18.7042,14.426852,"""at a location""",ko
