x,y,text,lang
-19.44959,-34.212143,"""love""",ko
7.402224,-33.3859,"""happiness""",ko
-7.9589806,30.105907,"""freedom""",ko
-25.094374,-24.33774,"""peace""",ko
8.925436,-44.050926,"""friendship""",ko
-1.4204987,-37.119007,"""hope""",ko
7.291455,-36.269295,"""courage""",ko
-27.509369,-24.412888,"""family""",ko
9.892197,-41.07501,"""knowledge""",ko
-26.802008,-28.771566,"""dream""",ko
7.0148335,-52.22007,"""trust""",ko
-19.627747,-43.62954,"""joy""",ko
3.5069065,-34.77572,"""kindness""",ko
-17.333273,-27.4869,"""justice""",ko
12.942616,-34.03735,"""respect""",ko
-27.22373,-26.415543,"""thought""",ko
-12.970546,-34.308525,"""beauty""",ko
-3.1883006,-34.56373,"""self""",ko
5.99744,-35.149723,"""action""",ko
-0.124735616,-47.86194,"""success""",ko
-3.657601,-40.12171,"""faith""",ko
-5.7921104,-41.890656,"""learning""",ko
-0.5253951,-44.648468,"""decision""",ko
-25.532017,-33.19045,"""relationship""",ko
-14.657494,-40.577065,"""to love""",ko
-21.39251,-40.385548,"""to learn""",ko
-13.299932,-39.448544,"""to understand""",ko
-10.83195,-34.642498,"""to meet""",ko
-10.531161,-39.63439,"""to remember""",ko
-11.798997,-34.30606,"""to achieve""",ko
-11.159895,-45.100174,"""to change""",ko
-12.728518,-36.403133,"""to help""",ko
-10.2014065,-37.483463,"""to feel""",ko
-13.679408,-42.931583,"""to think""",ko
-11.124015,-43.43122,"""to create""",ko
-18.63032,-44.476128,"""to enjoy""",ko
-12.845415,-40.393627,"""to exist""",ko
-11.25688,-31.1141,"""to disappear""",ko
-11.94613,-33.439484,"""to happen""",ko
-12.408579,-42.57037,"""to convey""",ko
-15.955175,-40.47354,"""to choose""",ko
-11.098736,-39.91215,"""to expect""",ko
-10.047302,-41.999756,"""to accept""",ko
-9.496201,-43.697906,"""to combine""",ko
-11.727,-42.70651,"""to unfold""",ko
-18.081064,-38.6737,"""to evolve""",ko
-11.7341795,-43.843967,"""to strengthen""",ko
-18.496962,-39.354836,"""to confirm""",ko
-11.75565,-42.929806,"""to improve""",ko
-11.491888,-38.767372,"""to express""",ko
8.553832,-41.031662,"""truth""",ko
-6.501108,-28.665434,"""self-esteem""",ko
9.188028,-43.911564,"""universe""",ko
-2.0549614,-38.006737,"""equality""",ko
2.6502125,-42.825,"""responsibility""",ko
-1.0698668,-25.913645,"""wholeness""",ko
-26.447294,-25.142344,"""safety""",ko
-26.548616,-33.375465,"""activity""",ko
-3.867877,-45.332054,"""inspiration""",ko
-7.6391644,-44.256763,"""determination""",ko
0.4415208,-41.797222,"""balance""",ko
12.965226,-34.034687,"""dignity""",ko
-5.4901805,-37.49942,"""pursuit""",ko
8.583277,-38.956036,"""rest""",ko
-8.567291,-39.04175,"""to dream""",ko
-1.0171462,-35.35213,"""effort""",ko
-11.193037,-31.078014,"""to fade""",ko
-11.279206,-36.166107,"""to teach""",ko
-10.6470585,-41.601643,"""to care""",ko
-15.281233,-41.38103,"""to like""",ko
-10.173561,-43.119564,"""to solve""",ko
-12.718651,-43.718872,"""to begin""",ko
-10.02157,-34.41593,"""to finish""",ko
-6.6104345,-38.990986,"""to endure""",ko
-9.502038,-41.004425,"""to share""",ko
-11.497094,-41.873417,"""to expand""",ko
-18.516766,-45.159847,"""to delight""",ko
-16.81007,-39.600468,"""to research""",ko
-14.495916,-33.995975,"""to be thoughtful""",ko
-8.821324,-46.56299,"""to communicate""",ko
-12.360255,-32.924583,"""anywhere""",ko
-10.457938,-24.57547,"""proactive""",ko
-0.3768333,-35.43116,"""guts""",ko
-12.015755,-33.47962,"""to fit in""",ko
1.8474461,-43.021713,"""adventure""",ko
11.686471,-41.640614,"""wisdom""",ko
1.4333918,-35.259544,"""conviction""",ko
-7.7358465,-38.5734,"""to cry""",ko
-19.870392,-41.00987,"""to laugh""",ko
-13.59227,-44.47247,"""to be curious""",ko
4.252339,-36.83341,"""lesson""",ko
-16.956196,-46.04514,"""to seek happiness""",ko
-8.282264,-27.779236,"""beyond expectation""",ko
-12.932129,-46.247925,"""to imagine""",ko
-10.323849,-38.87154,"""to celebrate""",ko
-13.996048,-41.47578,"""to sing""",ko
-9.734025,-44.448013,"""to train""",ko
-17.285559,-45.85646,"""to take risks""",ko
-19.086845,-40.258587,"""to experience""",ko
-19.627747,-43.62954,"""delight""",ko
-27.463907,-30.21962,"""book""",ko
-24.282026,-25.482044,"""art""",ko
-2.0931792,-35.597248,"""nature""",ko
-24.63624,-28.074554,"""literature""",ko
-23.287035,-25.734144,"""culture""",ko
-4.7160554,-39.737907,"""challenge""",ko
1.5262353,-46.075077,"""growth""",ko
-26.590696,-29.842295,"""resource""",ko
-24.989248,-25.98741,"""technology""",ko
-2.511516,-36.287857,"""romance""",ko
-26.662617,-25.18113,"""health""",ko
4.9537196,-44.62282,"""sociability""",ko
-0.50492144,-33.377655,"""humor""",ko
-5.147186,-40.613205,"""assistance""",ko
-11.825346,-22.550531,"""expertise""",ko
-23.186516,-28.002434,"""city""",ko
5.226113,-38.743183,"""countryside""",ko
-29.785711,-27.98624,"""travel""",ko
-28.173195,-27.601255,"""festival""",ko
3.1677399,-40.85759,"""imagination""",ko
5.9503207,-35.56577,"""motivation""",ko
-0.2784963,-40.406868,"""communication""",ko
-1.9217317,-34.53588,"""confession""",ko
-26.183102,-19.12232,"""harmony""",ko
6.8687916,-29.114336,"""charisma""",ko
-19.063744,-34.732124,"""loving""",ko
-28.441816,-26.502703,"""movie""",ko
-24.993174,-27.431253,"""science""",ko
-1.8785461,-39.568214,"""philosophy""",ko
