x,y,text,lang
-53.537292,5.901695,"""around""",ko
-65.624344,3.2445548,"""suddenly""",ko
-52.06672,13.607471,"""for example""",ko
-51.583366,0.07229327,"""based on""",ko
-37.144947,1.6210331,"""decisively""",ko
-43.99363,-1.9403507,"""safely""",ko
-60.674664,6.0186005,"""based on""",ko
-54.751804,16.99784,"""in fact""",ko
-51.2615,19.923223,"""inside of""",ko
-40.91338,29.225883,"""over""",ko
-40.070908,-4.2437754,"""often""",ko
-50.542442,0.84355927,"""on the other hand""",ko
-45.614277,-4.7372856,"""famously""",ko
-39.926945,4.786513,"""fundamentally""",ko
-45.014915,12.467733,"""each""",ko
-49.153667,-0.8592346,"""depending on the case""",ko
-59.95645,16.128067,"""regardless""",ko
-23.241915,37.831306,"""accordingly""",ko
-52.18651,5.069272,"""around""",ko
-33.788082,26.935915,"""distinctly""",ko
-51.580193,9.145886,"""because of""",ko
-50.817837,24.746605,"""toward""",ko
-49.50904,2.7231061,"""surprisingly""",ko
-51.64542,-1.1735384,"""based on""",ko
-25.920488,33.752518,"""and""",ko
-42.254337,2.8985083,"""especially""",ko
-47.293476,28.043205,"""like""",ko
-49.690487,21.09953,"""underneath""",ko
-55.67948,20.795694,"""simultaneously""",ko
-49.857494,29.005472,"""as well as""",ko
-61.919014,11.748139,"""like that""",ko
-41.545723,-6.1184096,"""comfortably""",ko
-63.655083,2.9157639,"""acting upon""",ko
-47.520172,11.685515,"""not at all""",ko
-60.18875,21.557861,"""to the maximum""",ko
-43.347427,7.516341,"""in the middle""",ko
-16.699066,8.198252,"""don’t forget to""",ko
-40.902744,-2.5214653,"""considerably""",ko
-47.824947,2.2598765,"""across""",ko
-43.42183,21.016047,"""within""",ko
-65.64857,10.26435,"""closely""",ko
-43.17441,26.244902,"""from""",ko
-64.02064,-0.2100764,"""escaping from""",ko
-44.173958,23.663555,"""to (person)""",ko
-38.707355,21.168755,"""to the left""",ko
-38.998287,-5.6854653,"""extremely""",ko
-47.041954,-0.76208574,"""separately""",ko
-42.601143,17.844088,"""afterwards""",ko
-50.99863,-3.631046,"""reminding""",ko
-56.49622,5.226199,"""about""",ko
-21.46986,32.24943,"""between""",ko
-66.04293,9.791418,"""near""",ko
-40.43435,1.4883691,"""specifically""",ko
-55.62878,-8.863593,"""typically""",ko
-55.170414,-9.955781,"""traditionally""",ko
-50.83332,15.882603,"""far from""",ko
-56.157608,13.432426,"""by group""",ko
-23.918158,36.087765,"""with/by""",ko
-41.47898,26.890327,"""only""",ko
-47.739464,14.697851,"""by""",ko
-65.8668,18.18298,"""above all""",ko
-38.72208,-0.842859,"""accurately""",ko
-51.24536,2.8223646,"""excluding""",ko
-46.8668,27.87459,"""like""",ko
-48.357395,4.857146,"""each other""",ko
-46.165333,4.6803904,"""downwards""",ko
-62.528355,3.7184405,"""regarding""",ko
-47.909744,26.707987,"""together""",ko
-57.998413,7.296924,"""regardless of""",ko
-52.73382,-2.7429447,"""second half""",ko
-46.013035,8.800533,"""at least""",ko
-49.540237,-5.947983,"""little by little""",ko
-41.921642,22.843113,"""beside""",ko
-61.55473,11.256961,"""like this""",ko
-53.64514,5.0733867,"""around""",ko
-48.228462,9.506118,"""besides""",ko
-39.316177,8.826539,"""for a long time""",ko
-46.3446,26.240484,"""as""",ko
-60.322407,10.697287,"""due to this""",ko
-54.928448,7.753303,"""in the end""",ko
-42.04211,-0.9482232,"""urgently""",ko
-24.70283,37.52216,"""firstly""",ko
-39.930367,24.987274,"""to""",ko
-21.803541,34.959545,"""is""",ko
-47.21653,1.4576423,"""through""",ko
-64.82881,9.131011,"""nearby""",ko
-39.71512,8.698141,"""for a long time""",ko
-35.554775,26.67624,"""compared to that""",ko
-60.31137,16.302633,"""regardless of""",ko
-44.444763,17.199444,"""behind""",ko
-49.391205,7.756762,"""before and after""",ko
-62.287144,0.2958336,"""in response""",ko
-50.233864,14.12952,"""almost""",ko
-23.970587,34.65327,"""and""",ko
-40.093372,22.229696,"""to the right""",ko
-36.930244,4.5826335,"""consequently""",ko
-48.59988,7.6212497,"""after""",ko
-55.70038,1.206152,"""as an alternative""",ko
-46.498775,4.319389,"""down""",ko
-59.288193,-3.7721395,"""mostly""",ko
-45.602165,22.454714,"""in front of""",ko
-50.370934,12.437772,"""as if""",ko
-55.743362,-4.679003,"""toward the other""",ko
-46.641747,-14.6775875,"""without disturbing""",ko
-58.37451,0.10685484,"""instead of""",ko
-56.65784,10.835942,"""at a location""",ko
-45.002228,3.5625207,"""therefore""",ko
-52.681683,-6.6914983,"""quickly""",ko
-40.093307,30.612112,"""upwards""",ko
-41.25415,13.314156,"""with women""",ko
-38.14919,26.178629,"""about""",ko
-44.01319,7.736838,"""in the center""",ko
-52.394848,8.734185,"""because of""",ko
-57.396233,-2.8871436,"""from the perspective""",ko
-62.9599,-7.470107,"""depending on circumstances""",ko
-44.333015,25.763596,"""at/from""",ko
-46.09526,-8.131982,"""even""",ko
-36.930244,4.5826335,"""as a result""",ko
-52.785816,-3.862756,"""first half""",ko
-43.35667,30.495163,"""during""",ko
-51.708378,8.248857,"""due to""",ko
-58.401028,-5.924814,"""at the top""",ko
-54.650368,-3.1280432,"""without fail""",ko
-46.80847,22.594597,"""going forward""",ko
-62.35726,-6.9315405,"""in the situation""",ko
-44.654415,27.900814,"""while""",ko
-47.442825,24.49292,"""as a measure""",ko
-42.462364,-11.540863,"""in any case""",ko
-61.622692,-1.0385733,"""in contrast""",ko
-60.5495,7.134513,"""in opinion""",ko
-50.92663,5.094124,"""on the side of""",ko
-40.80416,-13.12625,"""in some respect""",ko
-47.321644,21.8483,"""before""",ko
-53.68305,-10.896321,"""continuously""",ko
-53.593277,-0.33562326,"""beyond expectations""",ko
-56.154705,3.0098665,"""on the foundation of""",ko
-39.678104,-1.4782699,"""exactly""",ko
-20.659132,34.524837,"""of""",ko
-45.275826,-5.080183,"""famous for""",ko
-36.815548,-13.886863,"""in relation to this""",ko
-22.8506,-22.457441,"""when confused""",ko
-58.48472,2.613706,"""on the opposite side""",ko
-53.79694,-4.6824656,"""above the torso""",ko
-66.018555,17.797588,"""above all""",ko
-47.98576,13.444681,"""through""",ko
-60.68388,-0.24124536,"""instead of""",ko
-55.7022,20.357262,"""at the same time""",ko
-56.77563,-7.039496,"""relatively""",ko
-51.82011,-8.577039,"""continuously""",ko
-47.97363,17.564072,"""inside""",ko
-38.35925,-11.130565,"""encouraging""",ko
-53.406193,14.605595,"""even if""",ko
-57.71919,7.6904354,"""irrespective of""",ko
-41.868225,13.886487,"""with men""",ko
-50.663994,-11.799661,"""backward""",ko
-54.267696,10.522683,"""first and foremost""",ko
-58.925694,-9.9373,"""as a prerequisite""",ko
-57.997826,1.1229659,"""instead""",ko
-46.55827,15.496468,"""to""",ko
-52.066418,21.019659,"""on the contrary""",ko
-48.684322,-7.149103,"""expanded to""",ko
-42.401077,-13.026603,"""in a way""",ko
-46.13952,0.1620884,"""in turn""",ko
-43.42183,21.016047,"""inside""",ko
-40.91338,29.225883,"""above""",ko
-55.201485,11.512176,"""worthily""",ko
-21.945953,33.881477,"""this""",ko
-54.655975,1.3589923,"""on one hand""",ko
-57.093624,-1.0390763,"""if instead""",ko
-46.130417,19.643925,"""along""",ko
-37.819374,-1.5796267,"""clearly""",ko
-52.575447,2.6508942,"""without exception""",ko
-48.249973,-3.640447,"""when necessary""",ko
-41.45325,2.195451,"""especially""",ko
-46.26863,-9.1490345,"""in groups""",ko
-42.159477,25.529581,"""until""",ko
-61.9251,2.8189585,"""combined with""",ko
-50.72348,17.874382,"""firstly""",ko
