x,y,text,lang
-14.333685,-23.521296,"""mental health""",ko
-20.812626,-9.309677,"""critique""",ko
-17.346054,-0.41872236,"""revolutionary""",ko
-23.630928,-4.640872,"""process""",ko
-22.067825,-2.0320356,"""science""",ko
-15.777564,-8.622126,"""lesson""",ko
-11.681533,-19.013565,"""co-prosperity""",ko
-25.118465,-5.966973,"""information""",ko
-20.399918,-20.2232,"""happiness""",ko
-14.565072,-16.506392,"""expertise""",ko
-15.218067,-15.290384,"""stocks""",ko
-10.50919,-37.072266,"""to imagine""",ko
-13.824207,-21.63125,"""mindset""",ko
-21.95832,-5.8142195,"""structure""",ko
-26.663696,-10.349135,"""to confirm""",ko
-11.497245,-20.36179,"""imagination""",ko
-15.342497,-25.78484,"""rest""",ko
-3.6537297,-38.338882,"""imbalance""",ko
-13.173795,-26.553045,"""wholeness""",ko
-27.932228,-21.607782,"""challenge""",ko
-11.925371,-15.102684,"""epistemology""",ko
-16.272669,-16.527422,"""intuition""",ko
-7.151281,-11.478237,"""wise""",ko
-22.61534,-19.052282,"""change""",ko
-11.689024,-16.856863,"""intelligence""",ko
-3.9487062,-20.105686,"""social equality""",ko
-25.000746,-6.3642626,"""whole""",ko
-19.922325,6.6332097,"""harmony""",ko
-2.7382207,-29.537428,"""to disappear""",ko
-22.010494,-17.781054,"""change management""",ko
-23.855007,-28.05409,"""leisure""",ko
-9.744929,-33.158005,"""to remember""",ko
-29.938503,-11.892778,"""soul""",ko
-28.956606,-31.464985,"""reliability""",ko
-24.68738,-19.400406,"""skill""",ko
-9.669877,-16.098059,"""cultural heritage""",ko
-23.08879,-25.885073,"""bond""",ko
-14.006417,-12.04217,"""truth""",ko
-15.794012,-1.5055485,"""expertise""",ko
-29.060614,-21.310678,"""tradition""",ko
-20.056627,-2.345751,"""ethics""",ko
-9.567614,-14.093176,"""belief system""",ko
-11.1009655,-36.19982,"""to improve""",ko
-11.13112,-33.7069,"""to exist""",ko
-26.42393,9.0691,"""efficiency""",ko
-18.669182,-32.950558,"""natural disaster""",ko
-5.6785116,-31.575804,"""value creation""",ko
-3.9175096,-15.98121,"""renewable energy""",ko
-21.566437,2.8649573,"""learning ability""",ko
-3.7526157,-19.105131,"""creative thinking""",ko
-2.8602614,-23.928854,"""desirability""",ko
-24.894037,-1.9557499,"""safety""",ko
-22.203373,-21.907015,"""emotion""",ko
