x,y,text,lang
-38.093597,7.134671,"""famously""",ko
-25.826956,-2.8362327,"""without disturbing""",ko
-44.433086,0.07333021,"""first and foremost""",ko
-44.766495,1.0677046,"""worthily""",ko
-41.44274,23.05768,"""only""",ko
-40.86622,12.901859,"""often""",ko
-52.38293,15.244181,"""in front of""",ko
11.076948,28.014786,"""distinctly""",ko
-45.339058,8.862216,"""by""",ko
-43.241886,24.042572,"""during""",ko
-39.563206,-10.937229,"""relatively""",ko
-36.410496,-13.6888075,"""as a result""",ko
-42.033737,22.195744,"""until""",ko
-35.070118,2.814582,"""regardless""",ko
-49.94977,-12.260022,"""comfortably""",ko
-41.031002,10.305497,"""even if""",ko
-43.537064,-8.583915,"""based on""",ko
-50.88942,8.762045,"""due to this""",ko
-38.27132,6.683197,"""famous for""",ko
-48.69824,7.7657986,"""across""",ko
-60.854176,4.6931252,"""above all""",ko
-39.73052,-2.748799,"""instead of""",ko
-40.3177,-12.016921,"""typically""",ko
-44.221416,-1.7191192,"""urgently""",ko
-38.19957,-3.863315,"""in contrast""",ko
-37.78717,17.375181,"""at the same time""",ko
-31.36828,0.54862964,"""irrespective of""",ko
-45.153343,-8.48036,"""beyond expectations""",ko
-42.256382,-6.133344,"""reminding""",ko
-31.647001,0.51048005,"""regardless of""",ko
-45.29992,21.384449,"""at/from""",ko
-43.369724,-2.2284381,"""considerably""",ko
-22.655003,-19.456001,"""by group""",ko
-52.15675,0.8480499,"""around""",ko
-47.21784,1.005811,"""like that""",ko
-47.03027,-7.4008408,"""continuously""",ko
-32.472282,3.8369691,"""as well as""",ko
-52.16863,8.337853,"""afterwards""",ko
-57.474483,-2.1989107,"""safely""",ko
-42.47185,13.984885,"""in fact""",ko
-29.660439,-11.124459,"""in relation to this""",ko
17.40451,37.027885,"""of""",ko
-53.44621,3.1267493,"""besides""",ko
-54.85856,3.8973584,"""behind""",ko
-44.13546,-13.167403,"""in the situation""",ko
-44.30703,-13.547247,"""depending on circumstances""",ko
-53.318764,-5.251523,"""because of""",ko
-42.98703,18.775875,"""like""",ko
-36.012943,11.692512,"""especially""",ko
-54.427628,7.3874664,"""within""",ko
-36.245922,15.664478,"""without fail""",ko
-40.29217,1.6391757,"""surprisingly""",ko
-43.7724,6.652858,"""through""",ko
-35.13404,16.77352,"""when necessary""",ko
-43.08038,18.658854,"""like""",ko
-43.642887,-4.872597,"""second half""",ko
13.456034,38.715622,"""with/by""",ko
12.889237,36.614735,"""firstly""",ko
-42.276955,21.211096,"""from""",ko
-50.77895,5.3386197,"""down""",ko
-47.193924,4.4932666,"""nearby""",ko
-39.544006,-13.100213,"""traditionally""",ko
-51.716614,-1.7453642,"""continuously""",ko
-51.29396,-9.490535,"""in some respect""",ko
-41.705757,18.4915,"""together""",ko
-48.854412,-9.536631,"""as a prerequisite""",ko
-40.482937,-3.619169,"""if instead""",ko
-44.131573,14.464888,"""firstly""",ko
-35.756447,-0.74438524,"""acting upon""",ko
